profile_id,age_group,gender,location,preferred_genre,average_listening_hours,device_type,music_service
3869,45-54,Male,Japan,Metal,24.48,Mobile,Amazon Music
3870,45-54,Male,South Korea,Metal,20.57,Mobile,Apple Music
3871,18-24,Female,USA,Pop,28.99,Tablet,Apple Music
3872,35-44,Male,Canada,Classical,5.56,Desktop,YouTube Music
3873,55+,Female,Germany,Hip-Hop,12.88,Desktop,Amazon Music
3874,25-34,Male,France,Country,8.77,Desktop,YouTube Music
3875,55+,Male,USA,Classical,8.09,Mobile,Amazon Music
3876,25-34,Non-binary,USA,Jazz,6.51,Mobile,Amazon Music
3877,55+,Female,Brazil,EDM,21.79,Mobile,Spotify
3878,18-24,Non-binary,Australia,Jazz,6.43,Desktop,YouTube Music
3879,55+,Female,UK,Country,18.06,Tablet,Amazon Music
3880,45-54,Non-binary,France,Country,29.68,Desktop,Amazon Music
3881,55+,Male,Germany,Pop,11.41,Mobile,YouTube Music
3882,55+,Other,Japan,Jazz,23.5,Tablet,Apple Music
3883,35-44,Non-binary,UK,Country,13.82,Desktop,Spotify
3884,18-24,Other,Brazil,Hip-Hop,23.31,Desktop,Spotify
3885,18-24,Non-binary,Brazil,Rock,17.23,Desktop,Apple Music
3886,45-54,Non-binary,Japan,Rock,15.61,Desktop,Spotify
3887,45-54,Male,Canada,Pop,13.81,Mobile,Apple Music
3888,55+,Non-binary,Brazil,Hip-Hop,5.76,Mobile,Spotify
3889,55+,Other,Australia,Country,19.96,Mobile,YouTube Music
3890,45-54,Non-binary,Japan,Hip-Hop,7.71,Tablet,Amazon Music
3891,35-44,Other,Canada,EDM,13.47,Desktop,Spotify
3892,18-24,Male,Australia,Country,25.3,Tablet,Apple Music
3893,55+,Female,Brazil,Country,10.93,Desktop,YouTube Music
3894,25-34,Non-binary,France,Jazz,13.08,Tablet,YouTube Music
3895,45-54,Other,Canada,Jazz,12.94,Desktop,Amazon Music
3896,18-24,Non-binary,USA,Pop,11.57,Tablet,Apple Music
3897,55+,Other,UK,Hip-Hop,11.16,Desktop,Apple Music
3898,45-54,Other,India,Classical,18.28,Desktop,YouTube Music
3899,18-24,Female,France,Country,8.72,Tablet,Apple Music
3900,35-44,Non-binary,South Korea,Jazz,13.03,Tablet,Amazon Music
3901,18-24,Non-binary,India,Hip-Hop,26.46,Tablet,YouTube Music
3902,45-54,Female,UK,Pop,21.87,Desktop,Amazon Music
3903,45-54,Male,Brazil,Hip-Hop,16.51,Tablet,YouTube Music
3904,55+,Other,India,Country,12.55,Mobile,Spotify
3905,18-24,Other,USA,Classical,13.61,Desktop,Amazon Music
3906,35-44,Other,Australia,Hip-Hop,29.99,Tablet,YouTube Music
3907,25-34,Female,Australia,Hip-Hop,25.52,Mobile,YouTube Music
3908,25-34,Non-binary,South Korea,Rock,27.3,Tablet,Spotify
3909,55+,Male,Australia,Jazz,27.54,Desktop,Spotify
3910,45-54,Female,India,Classical,9.23,Desktop,Spotify
3911,35-44,Female,Japan,Country,10.36,Tablet,Spotify
3912,18-24,Other,USA,Pop,18.12,Desktop,Spotify
3913,35-44,Other,Japan,Rock,21.8,Mobile,Amazon Music
3914,25-34,Male,UK,Pop,9.56,Tablet,Spotify
3915,25-34,Non-binary,Brazil,Country,12.75,Mobile,Spotify
3916,45-54,Non-binary,Canada,Metal,14.66,Desktop,YouTube Music
3917,45-54,Non-binary,India,EDM,21.8,Desktop,Apple Music
3918,18-24,Male,France,Country,9.01,Desktop,YouTube Music
3919,55+,Female,UK,Rock,24.27,Mobile,YouTube Music
3920,55+,Male,France,EDM,14.6,Tablet,YouTube Music
3921,25-34,Female,Germany,Country,11.24,Mobile,Amazon Music
3922,55+,Male,USA,Country,7.38,Mobile,YouTube Music
3923,55+,Other,India,Classical,29.39,Mobile,Amazon Music
3924,25-34,Other,India,EDM,21.88,Desktop,YouTube Music
3925,35-44,Other,Canada,Rock,9.7,Mobile,Amazon Music
3926,25-34,Male,Japan,EDM,8.2,Mobile,Spotify
3927,18-24,Other,USA,Rock,13.55,Tablet,Apple Music
3928,35-44,Female,Canada,Metal,19.41,Mobile,YouTube Music
3929,35-44,Other,India,Pop,5.06,Desktop,Amazon Music
3930,35-44,Male,USA,EDM,10.47,Desktop,Spotify
3931,25-34,Non-binary,Canada,Hip-Hop,29.28,Tablet,Amazon Music
3932,18-24,Female,Brazil,Classical,12.42,Tablet,Amazon Music
3933,45-54,Female,Australia,Jazz,14.53,Desktop,Spotify
3934,45-54,Male,Germany,Metal,11.0,Desktop,Apple Music
3935,18-24,Male,Australia,Jazz,17.41,Mobile,YouTube Music
3936,45-54,Other,Brazil,Country,20.13,Mobile,Apple Music
3937,25-34,Male,Germany,EDM,20.05,Tablet,Spotify
3938,45-54,Male,UK,Rock,16.5,Tablet,Apple Music
3939,35-44,Female,Canada,EDM,6.15,Desktop,Amazon Music
3940,18-24,Female,Australia,Rock,14.07,Tablet,Apple Music
3941,55+,Female,South Korea,Country,6.76,Desktop,Spotify
3942,18-24,Female,Australia,EDM,19.84,Desktop,Amazon Music
3943,55+,Other,Brazil,Hip-Hop,15.07,Desktop,Spotify
3944,45-54,Female,UK,EDM,9.64,Tablet,Amazon Music
3945,55+,Other,Brazil,Classical,21.96,Tablet,YouTube Music
3946,25-34,Non-binary,USA,Rock,16.83,Mobile,Amazon Music
3947,55+,Other,Canada,Rock,6.02,Desktop,Spotify
3948,45-54,Male,South Korea,Pop,6.54,Tablet,Apple Music
3949,18-24,Male,Japan,Metal,13.39,Tablet,YouTube Music
3950,18-24,Non-binary,Japan,Classical,12.52,Mobile,YouTube Music
3951,25-34,Non-binary,UK,Pop,17.7,Desktop,YouTube Music
3952,25-34,Other,France,Rock,26.09,Desktop,Apple Music
3953,18-24,Other,Japan,Metal,12.62,Mobile,Apple Music
3954,25-34,Male,Japan,Jazz,27.83,Tablet,Apple Music
3955,55+,Male,USA,Pop,27.57,Mobile,YouTube Music
3956,18-24,Female,Japan,Country,22.76,Tablet,Spotify
3957,18-24,Female,USA,Metal,25.37,Tablet,Spotify
3958,45-54,Female,Australia,Metal,18.45,Mobile,Amazon Music
3959,45-54,Male,UK,Pop,28.33,Tablet,YouTube Music
3960,25-34,Non-binary,Canada,Jazz,10.61,Desktop,Amazon Music
3961,45-54,Female,Australia,EDM,24.02,Mobile,Spotify
3962,45-54,Other,USA,Metal,23.67,Desktop,Spotify
3963,55+,Other,France,EDM,5.66,Desktop,YouTube Music
3964,25-34,Male,India,Jazz,10.46,Tablet,Apple Music
3965,45-54,Other,Germany,Rock,28.88,Desktop,YouTube Music
3966,18-24,Female,France,Classical,14.76,Desktop,Amazon Music
3967,18-24,Male,Canada,Classical,9.43,Mobile,YouTube Music
3968,45-54,Male,USA,Country,6.69,Mobile,YouTube Music
3969,45-54,Non-binary,South Korea,Hip-Hop,21.35,Mobile,Spotify
3970,45-54,Other,Brazil,Hip-Hop,12.02,Tablet,Amazon Music
3971,35-44,Other,Japan,Metal,16.35,Mobile,Amazon Music
3972,55+,Male,Brazil,Country,12.04,Mobile,Amazon Music
3973,35-44,Non-binary,South Korea,Hip-Hop,15.09,Mobile,Amazon Music
3974,35-44,Non-binary,Germany,Rock,6.18,Mobile,YouTube Music
3975,35-44,Other,USA,Country,23.83,Desktop,Spotify
3976,45-54,Male,Australia,Country,8.35,Desktop,YouTube Music
3977,35-44,Female,Australia,Hip-Hop,7.18,Mobile,Spotify
3978,35-44,Female,Japan,Country,11.31,Desktop,Spotify
3979,35-44,Other,Brazil,Jazz,9.86,Mobile,Amazon Music
3980,35-44,Non-binary,Australia,Country,25.15,Mobile,Spotify
3981,45-54,Non-binary,Germany,Pop,8.95,Desktop,Spotify
3982,55+,Non-binary,India,Classical,18.07,Desktop,YouTube Music
3983,25-34,Male,UK,Pop,10.4,Mobile,YouTube Music
3984,55+,Other,Japan,Metal,14.08,Desktop,Apple Music
3985,45-54,Non-binary,USA,Pop,18.24,Mobile,Spotify
3986,55+,Female,USA,EDM,29.63,Tablet,YouTube Music
3987,35-44,Non-binary,USA,Country,24.9,Desktop,Spotify
3988,18-24,Non-binary,Japan,Country,8.34,Tablet,Amazon Music
3989,55+,Male,India,EDM,6.1,Tablet,YouTube Music
3990,35-44,Male,USA,EDM,8.01,Mobile,YouTube Music
3991,45-54,Non-binary,Germany,Classical,16.03,Desktop,Apple Music
3992,25-34,Male,Australia,Classical,25.27,Desktop,Amazon Music
3993,35-44,Female,South Korea,Country,9.22,Mobile,YouTube Music
3994,45-54,Male,France,Hip-Hop,7.31,Desktop,Apple Music
3995,45-54,Male,UK,EDM,21.64,Tablet,Spotify
3996,18-24,Non-binary,Germany,Pop,12.37,Desktop,Amazon Music
3997,45-54,Non-binary,Germany,Country,12.36,Mobile,Spotify
3998,45-54,Other,Brazil,Metal,5.67,Desktop,Amazon Music
3999,55+,Non-binary,Germany,Country,13.38,Tablet,Spotify
4000,45-54,Non-binary,Germany,Jazz,13.58,Desktop,Amazon Music
4001,35-44,Female,UK,Classical,19.47,Mobile,YouTube Music
4002,18-24,Non-binary,UK,Hip-Hop,14.4,Tablet,Amazon Music
4003,45-54,Other,Canada,Pop,17.94,Tablet,Amazon Music
4004,45-54,Female,UK,Pop,17.17,Desktop,Amazon Music
4005,18-24,Other,South Korea,EDM,15.06,Mobile,Spotify
4006,35-44,Female,France,Jazz,19.17,Tablet,Apple Music
4007,35-44,Female,USA,Jazz,21.44,Desktop,Apple Music
4008,55+,Other,Japan,Country,18.39,Desktop,Apple Music
4009,18-24,Other,Germany,Metal,9.89,Tablet,Spotify
4010,25-34,Other,Germany,Country,10.6,Tablet,Apple Music
4011,45-54,Female,France,EDM,22.37,Mobile,Spotify
4012,45-54,Non-binary,Australia,Country,17.68,Mobile,YouTube Music
4013,45-54,Female,South Korea,Jazz,21.85,Desktop,Spotify
4014,55+,Other,Japan,Rock,11.71,Desktop,Apple Music
4015,25-34,Non-binary,Japan,Classical,7.73,Mobile,Amazon Music
4016,25-34,Male,USA,Metal,15.56,Tablet,YouTube Music
4017,18-24,Male,UK,Classical,28.27,Mobile,Spotify
4018,18-24,Male,Australia,Country,12.68,Mobile,Amazon Music
4019,18-24,Male,USA,EDM,22.76,Tablet,YouTube Music
4020,18-24,Other,USA,Country,19.37,Mobile,Apple Music
4021,55+,Non-binary,Japan,Classical,6.82,Desktop,Spotify
4022,45-54,Non-binary,USA,Pop,25.94,Mobile,Apple Music
4023,55+,Male,UK,Metal,25.57,Desktop,Apple Music
4024,18-24,Other,USA,EDM,28.98,Desktop,Apple Music
4025,35-44,Other,Japan,Pop,17.57,Mobile,Spotify
4026,18-24,Female,Japan,Metal,16.51,Tablet,Apple Music
4027,35-44,Other,USA,Metal,22.71,Mobile,Amazon Music
4028,55+,Male,USA,EDM,24.64,Desktop,Apple Music
4029,45-54,Other,Germany,EDM,19.5,Desktop,Spotify
4030,45-54,Other,South Korea,Pop,8.96,Mobile,YouTube Music
4031,18-24,Male,Brazil,Metal,14.51,Tablet,Amazon Music
4032,45-54,Other,USA,Metal,7.79,Tablet,Apple Music
4033,45-54,Other,Australia,Rock,26.27,Mobile,Spotify
4034,55+,Male,Germany,Classical,24.06,Desktop,Apple Music
4035,35-44,Non-binary,South Korea,Classical,15.85,Tablet,Amazon Music
4036,35-44,Other,Canada,Rock,12.95,Tablet,Spotify
4037,25-34,Female,Australia,Country,25.03,Mobile,YouTube Music
4038,55+,Non-binary,Australia,EDM,10.49,Desktop,YouTube Music
4039,25-34,Female,South Korea,EDM,13.0,Desktop,Amazon Music
4040,35-44,Non-binary,Canada,Pop,9.4,Mobile,Spotify
4041,25-34,Male,Germany,EDM,23.82,Desktop,Spotify
4042,55+,Non-binary,UK,Jazz,22.48,Desktop,YouTube Music
4043,25-34,Female,Brazil,Classical,15.83,Desktop,Apple Music
4044,45-54,Male,France,Country,9.52,Tablet,Amazon Music
4045,18-24,Non-binary,South Korea,Rock,14.87,Desktop,Amazon Music
4046,35-44,Male,Brazil,Jazz,22.78,Mobile,Amazon Music
4047,35-44,Other,Brazil,Jazz,12.01,Tablet,Apple Music
4048,18-24,Non-binary,UK,Classical,10.19,Mobile,Apple Music
4049,45-54,Male,Australia,EDM,28.57,Tablet,Amazon Music
4050,18-24,Male,France,EDM,9.84,Tablet,Apple Music
4051,18-24,Female,India,Jazz,28.63,Desktop,Spotify
4052,18-24,Non-binary,Brazil,Jazz,26.78,Mobile,Amazon Music
4053,45-54,Other,South Korea,Classical,13.47,Tablet,Apple Music
4054,18-24,Other,Brazil,Rock,16.05,Mobile,Apple Music
4055,55+,Female,Japan,Metal,24.94,Mobile,Spotify
4056,45-54,Other,Brazil,Pop,10.79,Mobile,Amazon Music
4057,25-34,Non-binary,Brazil,Pop,7.75,Mobile,Apple Music
4058,45-54,Non-binary,UK,Jazz,17.66,Tablet,YouTube Music
4059,45-54,Other,Germany,Rock,12.31,Mobile,Spotify
4060,25-34,Female,France,Pop,14.81,Desktop,Apple Music
4061,45-54,Male,Japan,Metal,23.09,Mobile,Apple Music
4062,55+,Other,Brazil,EDM,11.8,Desktop,Apple Music
4063,18-24,Female,USA,Jazz,13.87,Tablet,YouTube Music
4064,18-24,Male,Brazil,Country,21.59,Desktop,Apple Music
4065,55+,Male,USA,Rock,6.3,Tablet,Amazon Music
4066,35-44,Female,Japan,EDM,28.33,Desktop,YouTube Music
4067,25-34,Non-binary,UK,Hip-Hop,13.97,Tablet,Amazon Music
4068,18-24,Male,Canada,Classical,25.06,Desktop,Apple Music
4069,25-34,Non-binary,Brazil,EDM,8.69,Desktop,YouTube Music
4070,35-44,Other,France,Metal,15.52,Mobile,YouTube Music
4071,25-34,Female,Canada,Jazz,24.87,Tablet,Apple Music
4072,25-34,Male,USA,EDM,11.7,Tablet,YouTube Music
4073,18-24,Male,Japan,Pop,14.19,Tablet,YouTube Music
4074,25-34,Non-binary,Australia,Hip-Hop,26.45,Mobile,Apple Music
4075,18-24,Male,Brazil,Classical,26.67,Desktop,YouTube Music
4076,35-44,Male,France,Jazz,16.36,Desktop,Apple Music
4077,35-44,Female,France,Hip-Hop,24.0,Mobile,Amazon Music
4078,55+,Female,South Korea,Country,8.93,Tablet,Spotify
4079,55+,Non-binary,USA,Pop,12.64,Mobile,Spotify
4080,45-54,Other,Australia,Hip-Hop,17.86,Tablet,YouTube Music
4081,25-34,Other,Germany,Metal,26.77,Desktop,Spotify
4082,18-24,Female,UK,Rock,20.91,Tablet,Spotify
4083,55+,Other,India,Pop,11.55,Mobile,Apple Music
4084,55+,Non-binary,Canada,Rock,22.84,Desktop,YouTube Music
4085,45-54,Female,South Korea,Hip-Hop,25.9,Mobile,Spotify
4086,25-34,Female,Australia,Country,28.11,Tablet,Spotify
4087,35-44,Other,Japan,Metal,28.47,Tablet,Amazon Music
4088,25-34,Non-binary,Australia,Country,13.42,Mobile,Amazon Music
4089,45-54,Male,Brazil,Pop,27.88,Mobile,YouTube Music
4090,35-44,Female,France,Country,14.49,Desktop,Amazon Music
4091,35-44,Female,Japan,Rock,29.34,Tablet,Amazon Music
4092,18-24,Other,Japan,Metal,5.1,Mobile,Apple Music
4093,55+,Female,Japan,Metal,9.04,Desktop,Apple Music
4094,55+,Non-binary,France,Classical,13.82,Tablet,YouTube Music
4095,18-24,Male,Brazil,Hip-Hop,21.11,Desktop,Spotify
4096,18-24,Male,Australia,Classical,8.53,Tablet,Apple Music
4097,25-34,Female,Germany,EDM,15.68,Desktop,Apple Music
4098,45-54,Female,Japan,Classical,7.6,Tablet,YouTube Music
4099,25-34,Non-binary,UK,Jazz,26.13,Tablet,Apple Music
4100,18-24,Other,Brazil,Rock,21.69,Tablet,Apple Music
4101,45-54,Male,South Korea,Hip-Hop,17.1,Desktop,YouTube Music
4102,55+,Non-binary,India,Hip-Hop,22.43,Desktop,YouTube Music
4103,45-54,Male,France,Hip-Hop,12.89,Mobile,Amazon Music
4104,25-34,Other,Japan,Rock,25.97,Desktop,Apple Music
4105,18-24,Female,France,Rock,23.06,Mobile,YouTube Music
4106,25-34,Non-binary,USA,Classical,8.81,Desktop,Spotify
4107,55+,Non-binary,Canada,Hip-Hop,10.27,Mobile,Apple Music
4108,45-54,Non-binary,France,Pop,18.78,Tablet,Amazon Music
4109,35-44,Male,Australia,Pop,18.89,Mobile,YouTube Music
4110,18-24,Female,UK,Metal,17.57,Tablet,Apple Music
4111,25-34,Other,Australia,Country,21.48,Desktop,YouTube Music
4112,35-44,Female,USA,Jazz,5.24,Tablet,Apple Music
4113,25-34,Male,India,Jazz,8.19,Desktop,Amazon Music
4114,35-44,Female,USA,Rock,12.39,Mobile,Spotify
4115,55+,Other,Canada,Jazz,23.7,Desktop,Apple Music
4116,45-54,Male,Canada,EDM,24.82,Desktop,YouTube Music
4117,45-54,Other,Brazil,EDM,8.16,Desktop,Spotify
4118,45-54,Female,France,Rock,18.01,Tablet,YouTube Music
4119,55+,Other,South Korea,Classical,24.91,Desktop,YouTube Music
4120,45-54,Female,USA,Country,6.67,Desktop,Amazon Music
4121,35-44,Male,India,Hip-Hop,23.39,Desktop,Amazon Music
4122,25-34,Male,South Korea,Country,19.45,Desktop,Amazon Music
4123,45-54,Female,UK,Hip-Hop,21.05,Mobile,YouTube Music
4124,55+,Other,Brazil,Hip-Hop,27.13,Desktop,YouTube Music
4125,35-44,Other,Brazil,Country,10.38,Desktop,Spotify
4126,25-34,Female,France,EDM,16.61,Desktop,Amazon Music
4127,25-34,Male,Germany,Jazz,20.98,Desktop,Spotify
4128,25-34,Other,Germany,Country,14.67,Desktop,Apple Music
4129,55+,Other,USA,Classical,18.98,Desktop,Apple Music
4130,25-34,Non-binary,South Korea,Hip-Hop,18.96,Desktop,Apple Music
4131,35-44,Female,France,Country,25.09,Mobile,YouTube Music
4132,55+,Female,South Korea,Pop,22.95,Mobile,Amazon Music
4133,45-54,Male,India,Rock,15.51,Mobile,YouTube Music
4134,25-34,Male,Germany,Metal,10.24,Tablet,Apple Music
4135,25-34,Other,Canada,EDM,8.39,Desktop,Spotify
4136,45-54,Male,Canada,Rock,14.4,Tablet,YouTube Music
4137,45-54,Non-binary,South Korea,Metal,24.74,Desktop,YouTube Music
4138,25-34,Non-binary,Brazil,Jazz,22.63,Tablet,Apple Music
4139,18-24,Male,USA,Pop,26.66,Desktop,Spotify
4140,45-54,Non-binary,Australia,Rock,29.63,Tablet,Amazon Music
4141,25-34,Non-binary,India,Country,29.86,Desktop,Amazon Music
4142,25-34,Female,Brazil,Rock,13.09,Mobile,Amazon Music
4143,25-34,Non-binary,Germany,Classical,5.78,Desktop,YouTube Music
4144,35-44,Other,UK,Classical,24.11,Mobile,Amazon Music
4145,35-44,Female,UK,Jazz,29.7,Tablet,Amazon Music
4146,18-24,Male,India,Classical,9.7,Desktop,YouTube Music
4147,45-54,Male,Germany,Jazz,18.46,Mobile,Apple Music
4148,35-44,Other,India,Rock,10.78,Tablet,Spotify
4149,18-24,Other,Germany,Pop,12.43,Mobile,Spotify
4150,45-54,Other,Australia,Country,7.89,Tablet,Amazon Music
4151,18-24,Other,France,EDM,24.48,Tablet,Amazon Music
4152,18-24,Other,South Korea,Hip-Hop,15.54,Tablet,Apple Music
4153,55+,Other,UK,Metal,9.32,Mobile,Amazon Music
4154,45-54,Female,UK,Classical,16.75,Tablet,Spotify
4155,18-24,Female,UK,Pop,12.41,Desktop,Spotify
4156,45-54,Female,Germany,Jazz,15.6,Tablet,YouTube Music
4157,35-44,Female,India,Hip-Hop,24.29,Tablet,Amazon Music
4158,35-44,Non-binary,Japan,Pop,17.23,Desktop,Apple Music
4159,35-44,Other,USA,Metal,20.76,Mobile,YouTube Music
4160,45-54,Non-binary,Germany,Pop,11.18,Mobile,Apple Music
4161,18-24,Non-binary,Brazil,Country,17.46,Mobile,Spotify
4162,55+,Non-binary,USA,Country,15.36,Mobile,Amazon Music
4163,25-34,Non-binary,Germany,Hip-Hop,20.23,Tablet,Apple Music
4164,45-54,Male,South Korea,EDM,25.78,Mobile,Spotify
4165,45-54,Female,India,Rock,26.72,Mobile,Apple Music
4166,25-34,Male,Brazil,Metal,15.47,Tablet,Apple Music
4167,55+,Female,Germany,Rock,11.24,Tablet,YouTube Music
4168,55+,Other,Australia,Classical,14.38,Tablet,Apple Music
4169,45-54,Female,Japan,Rock,12.36,Mobile,YouTube Music
4170,25-34,Female,Canada,Hip-Hop,24.53,Desktop,YouTube Music
4171,55+,Non-binary,UK,Metal,7.77,Tablet,Apple Music
4172,25-34,Non-binary,Germany,Classical,26.21,Desktop,Apple Music
4173,55+,Non-binary,Germany,Hip-Hop,6.69,Tablet,YouTube Music
4174,35-44,Non-binary,South Korea,Country,15.48,Desktop,Amazon Music
4175,18-24,Other,UK,Metal,21.32,Tablet,YouTube Music
4176,55+,Other,UK,Pop,27.03,Tablet,Apple Music
4177,55+,Male,South Korea,Hip-Hop,15.83,Tablet,Apple Music
4178,25-34,Other,Canada,Jazz,16.14,Tablet,Spotify
4179,18-24,Male,India,Hip-Hop,18.99,Tablet,YouTube Music
4180,25-34,Male,UK,EDM,11.53,Mobile,Spotify
4181,25-34,Male,UK,Pop,18.2,Desktop,Amazon Music
4182,35-44,Other,Brazil,Pop,16.07,Desktop,Apple Music
4183,55+,Female,Brazil,Hip-Hop,21.4,Desktop,Apple Music
4184,55+,Non-binary,Canada,EDM,25.54,Desktop,Amazon Music
4185,45-54,Other,Japan,Hip-Hop,24.52,Tablet,YouTube Music
4186,25-34,Male,Germany,EDM,6.44,Tablet,Apple Music
4187,45-54,Male,South Korea,Rock,12.88,Mobile,YouTube Music
4188,25-34,Male,UK,EDM,23.28,Tablet,Spotify
4189,25-34,Non-binary,France,Hip-Hop,14.79,Mobile,Spotify
4190,25-34,Other,India,Rock,19.34,Desktop,Apple Music
4191,55+,Other,Brazil,Hip-Hop,21.35,Mobile,Spotify
4192,55+,Female,Brazil,Country,16.39,Mobile,YouTube Music
4193,55+,Male,USA,EDM,25.11,Desktop,YouTube Music
4194,45-54,Other,Australia,Rock,17.61,Desktop,Spotify
4195,35-44,Female,France,Pop,11.93,Mobile,Apple Music
4196,55+,Female,Japan,Jazz,18.44,Tablet,Spotify
4197,45-54,Other,Australia,Jazz,29.6,Mobile,Apple Music
4198,25-34,Non-binary,Australia,Jazz,27.59,Desktop,Amazon Music
4199,55+,Female,Germany,Jazz,5.28,Mobile,YouTube Music
4200,45-54,Female,Brazil,Hip-Hop,29.78,Mobile,YouTube Music
4201,35-44,Other,Germany,Classical,23.7,Tablet,Amazon Music
4202,45-54,Male,India,Hip-Hop,11.29,Tablet,Spotify
4203,55+,Other,UK,Country,16.15,Tablet,YouTube Music
4204,35-44,Male,Germany,Rock,13.24,Tablet,Amazon Music
4205,35-44,Male,Canada,EDM,20.17,Mobile,Spotify
4206,45-54,Female,USA,EDM,10.21,Mobile,Apple Music
4207,45-54,Female,Canada,Country,20.13,Tablet,Apple Music
4208,25-34,Other,Japan,Country,8.51,Mobile,Apple Music
4209,55+,Non-binary,Japan,Hip-Hop,14.88,Tablet,Apple Music
4210,45-54,Non-binary,Germany,Jazz,14.28,Tablet,Spotify
4211,35-44,Other,Japan,Rock,6.75,Mobile,Apple Music
4212,55+,Male,Japan,Jazz,20.65,Tablet,YouTube Music
4213,35-44,Non-binary,Canada,Metal,25.03,Mobile,Amazon Music
4214,18-24,Non-binary,Japan,Hip-Hop,29.01,Mobile,Apple Music
4215,35-44,Female,India,Hip-Hop,27.18,Tablet,Spotify
4216,55+,Other,India,Jazz,15.59,Tablet,Spotify
4217,25-34,Non-binary,USA,Jazz,11.19,Mobile,YouTube Music
4218,25-34,Male,Brazil,EDM,28.94,Mobile,YouTube Music
4219,45-54,Male,Brazil,Jazz,5.36,Mobile,Apple Music
4220,18-24,Non-binary,Germany,Metal,8.27,Desktop,Amazon Music
4221,45-54,Non-binary,France,Country,21.4,Mobile,YouTube Music
4222,18-24,Female,Brazil,Metal,6.47,Tablet,YouTube Music
4223,45-54,Other,France,Classical,20.96,Desktop,Amazon Music
4224,18-24,Male,USA,Country,19.52,Mobile,Amazon Music
4225,18-24,Non-binary,Canada,Country,22.75,Tablet,Amazon Music
4226,55+,Female,Brazil,Classical,14.88,Mobile,Spotify
4227,25-34,Female,Germany,Jazz,10.92,Mobile,Spotify
4228,18-24,Non-binary,Germany,Country,13.71,Mobile,Apple Music
4229,45-54,Female,Japan,EDM,27.07,Tablet,Amazon Music
4230,35-44,Other,France,Metal,19.67,Tablet,YouTube Music
4231,35-44,Other,South Korea,Country,18.83,Desktop,Amazon Music
4232,18-24,Other,India,Rock,5.81,Desktop,Apple Music
4233,55+,Non-binary,Canada,Hip-Hop,15.55,Mobile,Amazon Music
4234,45-54,Male,India,EDM,21.0,Tablet,Apple Music
4235,55+,Non-binary,India,Metal,29.43,Mobile,YouTube Music
4236,25-34,Female,India,Classical,12.6,Mobile,Apple Music
4237,35-44,Female,France,Country,16.57,Mobile,YouTube Music
4238,55+,Female,France,Rock,13.43,Tablet,Amazon Music
4239,35-44,Non-binary,South Korea,Rock,24.47,Desktop,Apple Music
4240,25-34,Non-binary,France,Classical,20.93,Desktop,YouTube Music
4241,25-34,Male,Australia,Hip-Hop,29.77,Tablet,Spotify
4242,45-54,Non-binary,South Korea,Classical,17.2,Tablet,YouTube Music
4243,35-44,Non-binary,USA,Pop,12.62,Desktop,Amazon Music
4244,35-44,Male,USA,Country,21.71,Mobile,Amazon Music
4245,45-54,Male,South Korea,Pop,6.64,Desktop,Spotify
4246,55+,Other,Japan,Classical,7.54,Tablet,YouTube Music
4247,45-54,Non-binary,Japan,Country,26.1,Tablet,Amazon Music
4248,55+,Other,Germany,Pop,25.44,Mobile,Apple Music
4249,55+,Non-binary,Australia,Classical,24.42,Desktop,YouTube Music
4250,35-44,Other,South Korea,Metal,23.9,Tablet,Spotify
4251,25-34,Male,UK,Metal,20.4,Desktop,Spotify
4252,45-54,Non-binary,India,Rock,12.9,Tablet,Amazon Music
4253,55+,Female,South Korea,EDM,21.63,Tablet,Amazon Music
4254,25-34,Non-binary,UK,EDM,27.13,Desktop,Spotify
4255,45-54,Other,Australia,Rock,15.68,Mobile,Spotify
4256,55+,Female,South Korea,Classical,23.2,Desktop,Apple Music
4257,18-24,Male,India,Pop,8.97,Desktop,Spotify
4258,35-44,Male,South Korea,Rock,20.17,Tablet,Apple Music
4259,18-24,Other,India,Country,26.0,Tablet,Apple Music
4260,18-24,Male,South Korea,Metal,19.64,Mobile,Apple Music
4261,35-44,Female,France,Jazz,6.55,Mobile,YouTube Music
4262,55+,Female,Brazil,Classical,17.79,Tablet,Spotify
4263,35-44,Other,Australia,Classical,24.16,Tablet,Spotify
4264,35-44,Other,Germany,EDM,15.61,Mobile,YouTube Music
4265,18-24,Female,UK,Classical,16.75,Desktop,YouTube Music
4266,55+,Other,France,Classical,19.53,Desktop,Spotify
4267,18-24,Male,Brazil,Country,29.59,Desktop,YouTube Music
4268,18-24,Female,Japan,Metal,17.1,Desktop,Spotify
4269,18-24,Male,UK,Country,24.21,Tablet,Amazon Music
4270,18-24,Male,Australia,Pop,7.73,Mobile,Spotify
4271,18-24,Other,Brazil,Classical,15.48,Tablet,Amazon Music
4272,35-44,Other,South Korea,Classical,22.12,Desktop,Spotify
4273,55+,Male,South Korea,Rock,26.95,Tablet,Apple Music
4274,18-24,Female,France,Classical,10.16,Mobile,Apple Music
4275,25-34,Non-binary,Japan,EDM,27.77,Desktop,Amazon Music
4276,35-44,Male,Australia,Jazz,11.82,Desktop,Apple Music
4277,18-24,Female,Australia,Jazz,12.55,Desktop,Apple Music
4278,18-24,Non-binary,Canada,Rock,26.14,Mobile,Amazon Music
4279,35-44,Non-binary,USA,EDM,14.07,Tablet,Apple Music
4280,35-44,Non-binary,Australia,Metal,18.05,Mobile,Amazon Music
