engagement_id,profile_id,artist_id,streams,likes,shares,comments,time_spent_on_artist,date
8367,3941,10,71,35,4,9,81.49,2024-05-10
8368,4902,36,21,1,15,2,191.58,2024-08-25
8369,991,50,16,19,15,6,134.58,2024-07-24
8370,169,33,18,25,10,9,56.04,2024-02-10
8371,39,7,55,31,15,0,156.87,2024-03-07
8372,4691,43,92,30,17,7,38.11,2024-03-15
8373,2342,18,40,35,13,2,194.92,2024-02-03
8374,2634,1,77,37,17,1,143.21,2024-01-05
8375,3357,35,77,17,4,4,62.63,2024-10-07
8376,471,18,91,9,0,9,86.84,2024-01-01
8377,4661,11,24,20,2,2,188.06,2024-10-25
8378,1647,16,20,1,10,6,132.39,2024-10-09
8379,3455,46,77,37,16,9,65.91,2024-03-28
8380,3265,22,75,25,18,9,75.62,2024-01-01
8381,2509,50,89,15,2,5,137.15,2024-08-09
8382,4073,30,59,25,10,1,145.65,2024-02-07
8383,921,17,35,6,7,0,58.09,2024-07-26
8384,3802,44,45,30,8,8,191.67,2024-08-07
8385,2740,3,41,18,3,1,146.37,2024-01-30
8386,2884,37,59,41,2,6,199.81,2024-04-30
8387,2198,23,95,9,10,5,166.25,2024-01-21
8388,2795,2,26,47,2,4,163.2,2024-06-02
8389,1947,38,37,48,5,0,48.34,2024-07-09
8390,4265,14,12,45,2,6,151.87,2024-06-16
8391,439,15,63,46,4,2,131.16,2024-03-02
8392,3562,44,64,49,4,9,118.56,2024-03-30
8393,4190,1,87,28,8,4,163.61,2024-02-26
8394,1324,36,70,45,17,0,67.28,2024-07-09
8395,4435,21,43,39,5,0,18.93,2024-03-23
8396,2666,38,64,40,13,9,176.39,2024-02-11
8397,339,47,4,42,6,3,192.57,2024-10-15
8398,1208,47,12,29,7,7,167.14,2024-06-09
8399,2719,2,97,30,17,9,180.32,2024-04-17
8400,2044,50,74,15,18,3,198.6,2024-09-20
8401,1994,26,88,11,9,5,125.37,2024-05-05
8402,3473,23,41,29,10,2,110.42,2024-08-26
8403,490,4,58,41,4,5,177.25,2024-10-14
8404,4025,7,90,46,12,5,103.83,2024-10-04
8405,58,7,88,31,3,9,23.43,2024-06-10
8406,4568,37,3,47,13,5,159.01,2024-07-14
8407,2759,5,35,12,13,6,125.85,2024-06-15
8408,4005,39,77,30,9,8,80.84,2024-04-06
8409,2298,25,61,0,9,6,93.14,2024-04-01
8410,999,36,91,10,18,0,36.93,2024-03-04
8411,2989,34,12,33,19,8,185.6,2024-07-01
8412,4868,50,52,35,6,1,167.2,2024-02-20
8413,3838,45,89,37,6,9,194.01,2024-03-04
8414,2211,18,56,6,13,8,112.99,2024-07-14
8415,1357,17,30,47,11,7,103.22,2024-10-19
8416,4375,14,32,21,7,2,94.45,2024-02-21
8417,3551,29,48,38,6,8,185.9,2024-05-26
8418,4421,32,9,46,6,4,13.36,2024-10-17
8419,2080,5,51,28,10,4,179.05,2024-04-29
8420,2325,12,62,34,18,1,149.0,2024-11-03
8421,628,1,32,0,17,2,196.37,2024-07-15
8422,3277,3,83,44,12,0,139.99,2024-07-13
8423,219,37,83,36,13,9,166.72,2024-02-19
8424,1827,10,44,2,0,6,14.69,2024-01-22
8425,2540,16,48,6,4,7,20.86,2024-08-24
8426,4432,7,6,10,2,0,114.83,2024-03-11
8427,1242,8,65,28,18,6,145.54,2024-08-23
8428,1296,18,27,8,15,2,175.92,2024-02-28
8429,149,22,86,1,0,5,188.59,2024-04-29
8430,2745,10,67,21,14,0,117.72,2024-09-01
8431,1099,22,91,12,1,6,124.48,2024-02-17
8432,4355,3,18,4,2,0,106.48,2024-07-27
8433,3762,47,83,25,5,4,30.39,2024-01-26
8434,1794,12,33,41,14,1,88.65,2024-05-13
8435,1558,32,1,28,6,5,44.23,2024-04-26
8436,770,7,47,48,12,9,183.2,2024-08-12
8437,4820,13,72,11,9,2,97.59,2024-06-15
8438,3336,49,28,37,9,8,177.8,2024-05-17
8439,109,1,2,47,0,8,64.88,2024-02-24
8440,3791,11,11,1,10,3,191.2,2024-09-03
8441,4759,22,81,30,8,2,113.54,2024-03-09
8442,1136,42,13,0,15,0,141.4,2024-09-11
8443,4352,14,89,4,16,9,104.51,2024-06-04
8444,1106,8,99,16,0,4,138.68,2024-07-29
8445,3179,11,63,45,5,3,17.6,2024-03-04
8446,3785,33,58,41,2,9,197.57,2024-08-03
8447,4533,4,10,10,3,9,58.89,2024-05-11
8448,3879,26,17,27,1,3,156.58,2024-06-19
8449,3278,8,47,32,19,1,117.5,2024-05-22
8450,1855,48,85,40,5,0,153.05,2024-10-04
8451,1551,3,29,19,10,5,22.45,2024-09-13
8452,4816,24,73,6,8,5,73.43,2024-02-05
8453,3429,26,9,47,12,5,46.66,2024-05-13
8454,4384,16,61,38,7,7,69.09,2024-01-15
8455,2379,37,67,37,14,5,110.69,2024-07-26
8456,1234,12,4,21,11,6,89.45,2024-07-04
8457,3377,38,22,30,16,6,196.67,2024-02-28
8458,3940,49,47,17,16,7,110.3,2024-03-15
8459,757,16,37,0,9,4,43.75,2024-04-10
8460,4704,6,45,17,14,1,191.25,2024-08-21
8461,3118,44,95,46,16,8,178.61,2024-04-15
8462,1250,25,52,1,19,9,26.0,2024-04-29
8463,2302,17,38,30,4,3,130.39,2024-04-06
8464,106,12,50,42,13,5,35.79,2024-07-28
8465,4341,41,73,11,10,3,90.36,2024-03-22
8466,1482,21,52,27,0,6,117.26,2024-01-28
8467,397,34,40,47,15,7,91.63,2024-07-21
8468,2813,13,86,48,1,5,94.63,2024-08-19
8469,3625,1,3,1,1,7,132.04,2024-04-12
8470,1603,48,20,47,7,8,133.15,2024-09-16
8471,2945,15,88,31,1,6,30.64,2024-04-29
8472,79,30,56,14,7,6,35.25,2024-08-17
8473,269,38,41,15,3,6,117.08,2024-08-26
8474,3779,47,15,17,17,8,42.98,2024-10-09
8475,4125,17,5,32,17,2,156.5,2024-01-12
8476,3628,27,10,21,16,5,77.19,2024-04-28
8477,1202,48,34,14,10,8,148.69,2024-09-25
8478,3068,46,80,40,12,3,25.82,2024-05-17
8479,1555,26,80,3,16,0,105.95,2024-02-28
8480,3260,47,7,41,9,4,67.36,2024-08-29
8481,2948,38,65,19,8,0,136.47,2024-05-07
8482,109,49,9,35,4,7,198.68,2024-07-13
8483,3764,31,73,1,13,1,57.82,2024-04-04
8484,729,43,83,30,6,8,53.91,2024-03-12
8485,3983,31,90,45,7,0,84.12,2024-06-23
8486,1509,9,79,23,4,5,140.65,2024-09-28
8487,4292,23,90,11,7,9,129.34,2024-02-14
8488,3888,21,33,17,8,0,152.11,2024-03-10
8489,2041,26,89,40,6,9,151.38,2024-10-10
8490,3238,48,70,28,13,7,98.37,2024-10-10
8491,4544,41,18,12,8,0,131.35,2024-08-01
8492,1885,37,76,16,0,4,144.79,2024-08-23
8493,460,9,18,42,16,0,137.83,2024-03-21
8494,3903,37,8,28,10,2,55.31,2024-04-07
8495,2005,32,32,45,2,9,33.67,2024-03-18
8496,2794,13,34,5,14,4,85.02,2024-03-21
8497,3024,22,88,26,5,9,122.28,2024-08-28
8498,1374,20,59,28,19,8,105.75,2024-05-08
8499,1642,8,36,49,13,8,63.33,2024-03-02
8500,2312,9,32,11,6,0,22.46,2024-03-26
8501,403,7,68,40,3,4,26.1,2024-10-20
8502,1340,19,47,28,5,9,182.54,2024-10-12
8503,1353,20,4,17,19,9,146.89,2024-06-28
8504,1312,33,1,42,15,6,101.65,2024-06-03
8505,4233,15,64,38,12,3,131.81,2024-08-04
8506,2324,44,62,34,9,0,63.15,2024-10-04
8507,2434,47,53,49,6,6,87.3,2024-04-19
8508,1613,12,11,11,11,3,43.75,2024-01-30
8509,4091,9,64,12,12,7,99.12,2024-04-14
8510,1596,32,51,4,10,9,173.77,2024-11-05
8511,2507,3,44,6,10,6,197.78,2024-06-30
8512,1692,14,25,15,16,9,120.27,2024-09-02
8513,3467,14,70,42,18,3,171.08,2024-02-17
8514,44,14,44,31,19,8,169.11,2024-04-14
8515,4735,2,56,2,15,2,65.65,2024-03-25
8516,291,47,84,24,4,6,75.07,2024-01-28
8517,291,37,84,7,16,9,102.87,2024-07-26
8518,1988,3,6,22,1,2,162.44,2024-10-06
8519,2830,26,17,16,5,2,166.54,2024-04-10
8520,3448,34,99,14,2,1,99.49,2024-05-28
8521,4067,34,16,40,18,5,144.8,2024-02-25
8522,1058,27,76,6,2,9,189.54,2024-11-02
8523,3750,3,54,29,2,1,128.1,2024-05-25
8524,3706,33,57,36,1,1,172.7,2024-09-07
8525,1542,49,17,13,5,9,40.96,2024-05-25
8526,3088,25,12,17,14,5,154.24,2024-08-03
8527,1470,9,64,29,18,9,144.11,2024-10-26
8528,4413,9,27,46,7,4,11.34,2024-01-20
8529,3354,32,69,31,3,3,44.96,2024-05-02
8530,939,16,9,0,15,4,110.98,2024-09-14
8531,1871,45,30,33,10,5,24.51,2024-07-03
8532,4524,27,56,20,5,7,124.76,2024-06-30
8533,2458,6,84,25,14,1,27.19,2024-01-18
8534,3923,3,78,34,8,7,115.9,2024-06-21
8535,4749,4,26,43,10,6,88.0,2024-02-18
8536,1415,31,20,8,7,0,138.63,2024-07-07
8537,1334,30,9,42,16,9,148.22,2024-04-18
8538,63,1,45,7,14,4,159.16,2024-08-14
8539,3909,29,49,4,18,2,152.87,2024-01-19
8540,2912,17,20,12,19,3,68.78,2024-02-17
8541,4762,35,90,0,6,0,198.3,2024-09-28
8542,2211,45,74,14,16,1,70.78,2024-07-01
8543,298,20,74,30,5,0,133.44,2024-01-27
8544,342,37,19,28,3,2,167.6,2024-07-09
8545,4294,21,7,41,7,1,83.45,2024-07-19
8546,1748,38,45,10,11,6,42.49,2024-06-03
8547,2976,16,88,4,4,7,64.51,2024-02-01
8548,2324,17,71,26,10,5,99.79,2024-08-11
8549,2483,12,93,33,10,7,181.57,2024-04-21
8550,1829,16,58,34,3,0,95.53,2024-05-13
8551,872,12,80,43,6,3,15.47,2024-08-23
8552,2433,6,12,22,9,4,116.65,2024-04-08
8553,3738,38,99,21,2,3,139.85,2024-03-31
8554,3586,29,70,43,11,1,190.41,2024-02-11
8555,2487,24,20,28,13,5,160.15,2024-06-27
8556,2399,22,96,36,15,0,166.38,2024-08-15
8557,4501,20,38,45,11,2,19.2,2024-04-30
8558,3884,23,39,49,10,6,41.61,2024-10-12
8559,2239,41,81,20,5,2,164.73,2024-02-25
8560,2131,19,49,11,4,1,152.26,2024-10-21
8561,2577,29,63,45,15,8,142.76,2024-01-02
8562,3693,36,88,37,16,0,16.89,2024-05-07
8563,4761,11,40,18,13,5,123.03,2024-05-17
8564,1196,20,3,15,8,0,102.58,2024-08-22
8565,284,32,78,32,19,0,56.99,2024-03-26
8566,2066,27,62,49,2,8,32.16,2024-07-01
8567,1,29,40,43,9,4,137.18,2024-08-27
8568,3740,1,5,32,0,1,143.21,2024-08-12
8569,2360,18,17,8,15,5,184.68,2024-07-16
8570,55,35,44,49,12,5,82.2,2024-03-25
8571,2839,25,18,40,12,0,162.83,2024-10-18
8572,384,13,55,44,17,8,111.18,2024-05-17
8573,2573,7,70,47,18,5,150.63,2024-03-14
8574,3160,11,20,14,9,8,87.85,2024-04-07
8575,457,33,27,12,5,9,199.44,2024-10-08
8576,1654,25,24,25,6,6,55.42,2024-02-05
8577,4417,11,52,18,4,2,161.52,2024-09-16
8578,2560,2,65,23,4,4,61.01,2024-07-09
8579,3562,32,85,29,16,4,81.75,2024-09-26
8580,2824,44,56,4,10,0,178.57,2024-10-14
8581,4189,45,23,13,10,1,86.95,2024-08-17
8582,3232,25,7,4,19,8,73.28,2024-10-20
8583,794,30,78,19,9,4,160.28,2024-01-27
8584,3467,7,21,13,13,2,103.98,2024-03-14
8585,598,46,26,48,1,7,146.13,2024-10-23
8586,2333,29,76,15,13,6,183.34,2024-04-06
8587,127,14,5,30,9,3,82.84,2024-04-02
8588,4326,38,59,40,11,6,96.04,2024-06-03
8589,745,9,93,17,7,9,107.7,2024-09-11
8590,4608,17,64,24,15,1,79.13,2024-09-07
8591,187,50,95,49,1,2,138.45,2024-10-21
8592,3256,33,61,4,17,4,120.85,2024-10-08
8593,189,39,44,43,7,8,152.89,2024-07-04
8594,593,12,87,2,19,3,80.02,2024-10-12
8595,1620,49,24,16,10,6,106.48,2024-09-22
8596,1860,36,64,22,4,4,137.52,2024-03-17
8597,2666,49,45,45,11,4,177.93,2024-08-10
8598,4241,17,79,27,2,0,21.39,2024-07-13
8599,3711,33,48,38,16,2,193.13,2024-02-27
8600,62,45,40,49,7,3,12.13,2024-10-17
8601,2426,13,87,0,12,7,101.1,2024-10-02
8602,2421,1,93,33,9,9,110.2,2024-08-05
8603,1880,24,97,48,19,8,168.92,2024-01-09
8604,4111,48,88,32,14,7,90.98,2024-01-19
8605,4952,13,53,31,3,3,168.84,2024-08-25
8606,1696,21,26,4,17,5,38.66,2024-08-11
8607,215,7,43,11,6,4,58.1,2024-04-19
8608,1180,43,18,17,15,2,149.75,2024-04-12
8609,883,17,64,12,2,8,12.69,2024-03-02
8610,3538,49,43,2,18,3,147.68,2024-05-24
8611,3240,30,11,1,3,7,89.68,2024-08-28
8612,1712,48,37,23,17,0,150.7,2024-10-17
8613,2691,24,50,29,6,7,61.01,2024-09-20
8614,777,20,87,20,7,3,126.62,2024-06-18
8615,1684,11,98,30,19,1,128.77,2024-08-01
8616,3982,37,21,16,3,3,42.9,2024-10-26
8617,3686,34,90,25,5,3,100.85,2024-05-19
8618,412,37,4,33,6,6,18.11,2024-02-19
8619,2551,29,39,37,12,3,112.05,2024-05-12
8620,1200,3,27,47,16,9,179.72,2024-03-03
8621,1900,48,34,0,15,6,67.67,2024-04-05
8622,2942,43,38,24,14,9,181.97,2024-03-13
8623,3332,29,76,6,1,6,77.65,2024-09-22
8624,2053,26,2,38,4,6,152.99,2024-07-05
8625,3165,46,18,29,5,4,36.26,2024-08-08
8626,944,15,66,47,4,0,174.14,2024-05-09
8627,974,40,75,42,12,8,12.98,2024-08-30
8628,262,15,48,24,1,1,144.09,2024-09-22
8629,4372,28,23,44,1,9,60.03,2024-02-09
8630,3323,45,97,4,5,5,145.73,2024-05-02
8631,2404,45,36,32,6,1,69.31,2024-07-23
8632,2193,9,31,31,2,2,25.69,2024-02-08
8633,1218,9,51,4,14,5,79.18,2024-02-12
8634,3797,35,43,49,10,3,103.53,2024-10-31
8635,3447,19,62,24,19,9,119.5,2024-05-10
8636,4923,49,21,19,9,0,154.57,2024-05-04
8637,2665,17,32,30,18,9,40.46,2024-11-01
8638,2602,36,47,28,3,1,173.46,2024-02-28
8639,1731,45,22,37,6,2,40.73,2024-09-04
8640,2639,47,1,32,3,8,40.94,2024-10-25
8641,1406,3,27,2,2,1,167.4,2024-08-22
8642,3328,10,63,47,2,5,71.34,2024-01-26
8643,3048,8,43,7,12,1,151.38,2024-05-16
8644,4111,46,91,20,2,2,119.19,2024-06-25
8645,1504,21,82,15,1,6,22.25,2024-04-25
8646,4943,29,54,16,13,7,21.93,2024-04-04
8647,3347,16,13,1,3,5,175.95,2024-08-24
8648,2753,10,77,42,16,5,37.96,2024-04-19
8649,67,15,18,19,9,1,17.1,2024-04-27
8650,2012,3,24,25,10,7,83.18,2024-02-07
8651,325,38,32,3,11,2,51.31,2024-06-16
8652,498,41,5,25,5,2,144.05,2024-08-26
8653,109,29,43,21,10,0,107.51,2024-06-18
8654,4905,28,22,47,5,1,73.13,2024-09-14
8655,4309,38,19,49,10,8,89.56,2024-01-18
8656,1148,19,34,29,0,9,137.42,2024-10-08
8657,1734,43,5,6,1,2,179.15,2024-06-22
8658,2294,2,34,28,14,0,183.39,2024-02-29
8659,1975,26,46,31,12,8,45.35,2024-02-01
8660,3587,49,21,19,19,2,128.19,2024-08-11
8661,1393,5,95,22,10,8,44.99,2024-03-01
8662,4268,25,6,7,16,3,126.59,2024-02-29
8663,734,17,38,19,4,4,31.2,2024-07-21
8664,983,24,76,43,17,1,125.29,2024-02-04
8665,3709,4,55,6,4,7,37.68,2024-02-07
8666,760,2,51,24,12,4,28.86,2024-01-11
8667,2966,46,51,6,9,5,105.02,2024-08-16
8668,4308,37,63,42,15,6,182.62,2024-09-08
8669,4008,48,96,40,3,9,91.86,2024-01-10
8670,4723,1,89,20,6,3,178.47,2024-04-06
8671,2923,24,83,39,4,4,104.92,2024-02-15
8672,3633,47,95,34,19,0,191.95,2024-01-03
8673,2935,50,32,19,10,1,102.33,2024-05-28
8674,1022,6,67,41,5,7,89.28,2024-07-11
8675,2643,21,72,48,17,6,63.9,2024-10-30
8676,4752,11,93,0,7,8,120.59,2024-02-15
8677,4111,4,37,46,9,1,14.47,2024-03-26
8678,2211,15,3,13,15,6,11.93,2024-07-22
8679,1350,32,55,11,14,2,169.75,2024-11-02
8680,3998,27,22,9,16,7,189.09,2024-02-09
8681,3819,37,82,44,13,2,180.91,2024-06-27
8682,2439,23,58,41,9,6,32.05,2024-01-25
8683,1411,24,53,21,16,7,130.8,2024-02-05
8684,3442,45,25,31,12,1,50.15,2024-07-20
8685,3985,28,80,25,4,5,186.68,2024-08-03
8686,69,16,38,5,5,6,168.0,2024-07-05
8687,126,13,86,8,11,2,138.72,2024-06-19
8688,1931,35,1,12,14,8,33.41,2024-05-05
8689,4416,11,82,39,11,6,73.94,2024-02-21
8690,3359,40,81,47,9,2,31.25,2024-01-07
8691,1539,14,84,17,2,8,87.64,2024-01-03
8692,748,15,20,44,13,8,158.34,2024-08-16
8693,2487,38,58,43,9,7,82.45,2024-09-30
8694,593,28,15,12,15,8,146.7,2024-11-04
8695,3888,4,64,4,14,7,28.19,2024-03-06
8696,4389,7,16,42,1,4,124.31,2024-05-24
8697,2155,14,24,28,19,1,75.01,2024-10-24
8698,466,11,28,27,17,7,81.68,2024-03-25
8699,2074,6,89,49,16,4,132.2,2024-09-08
8700,1335,23,63,48,5,9,178.61,2024-07-14
8701,1123,49,42,49,10,3,180.21,2024-10-31
8702,2019,4,90,35,16,0,179.23,2024-09-25
8703,2519,14,81,2,13,7,34.09,2024-09-02
8704,4933,36,32,37,3,4,192.21,2024-04-17
8705,2582,27,52,28,16,6,91.11,2024-06-13
8706,612,15,39,21,19,9,29.69,2024-01-18
8707,3027,2,49,41,13,9,178.95,2024-05-07
8708,2735,19,6,45,0,9,104.25,2024-10-24
8709,1940,18,91,17,5,5,138.65,2024-02-13
8710,2577,11,92,29,3,2,35.47,2024-03-03
8711,3637,14,75,31,2,6,135.81,2024-10-10
8712,3339,31,39,6,3,2,133.62,2024-01-23
8713,4865,14,84,1,3,9,169.76,2024-02-13
8714,3340,23,86,11,16,7,158.57,2024-05-04
8715,940,23,3,15,15,7,45.1,2024-01-11
8716,1026,36,98,30,6,7,41.21,2024-05-06
8717,326,36,7,32,8,4,20.6,2024-05-25
8718,1439,15,48,12,16,8,23.14,2024-04-23
8719,415,21,65,39,14,5,40.74,2024-01-13
8720,2232,13,60,28,8,5,162.85,2024-08-13
8721,3269,14,87,22,2,1,61.74,2024-01-10
8722,2430,12,21,38,14,8,134.22,2024-09-13
8723,3151,31,61,49,3,8,79.27,2024-03-15
8724,3917,12,60,41,2,5,25.96,2024-02-07
8725,1125,36,77,47,16,7,155.5,2024-08-16
8726,3029,32,87,12,11,1,50.47,2024-04-13
8727,4677,14,34,29,11,0,137.52,2024-04-11
8728,821,12,21,4,13,7,148.28,2024-07-01
8729,4071,39,38,40,5,2,84.92,2024-04-20
8730,1437,40,25,11,3,6,132.46,2024-07-04
8731,4000,31,48,11,15,7,116.47,2024-03-29
8732,3985,2,35,20,4,8,64.09,2024-04-08
8733,1047,9,35,0,2,1,124.34,2024-04-02
8734,2499,30,89,19,6,6,62.67,2024-04-01
8735,3861,43,83,19,14,9,123.74,2024-05-17
8736,3109,13,63,10,19,4,76.97,2024-03-03
8737,1854,39,36,27,1,1,184.24,2024-04-03
8738,776,29,77,12,3,3,70.75,2024-10-21
8739,3743,50,77,7,4,2,25.92,2024-06-29
8740,3847,24,15,9,7,8,128.96,2024-07-01
8741,327,27,96,22,7,1,95.82,2024-11-05
8742,1210,24,8,20,8,4,59.1,2024-03-24
8743,3877,35,12,27,5,7,128.45,2024-04-05
8744,932,9,61,25,1,7,119.16,2024-10-09
8745,3250,20,7,40,3,1,24.51,2024-05-28
8746,328,19,30,10,5,1,72.35,2024-06-01
8747,4614,16,10,22,19,3,12.62,2024-08-23
8748,4985,5,73,16,5,2,83.25,2024-01-31
8749,4579,17,41,33,12,0,73.14,2024-05-19
8750,238,36,69,13,10,1,59.75,2024-03-01
8751,2590,37,97,20,1,6,155.85,2024-04-24
8752,4462,2,45,6,8,9,140.66,2024-05-17
8753,1983,36,1,16,2,5,85.61,2024-06-28
8754,4309,27,39,27,10,0,129.98,2024-01-08
8755,3036,11,27,47,14,0,113.25,2024-06-30
8756,3511,3,17,17,12,1,71.6,2024-06-07
8757,380,37,11,31,11,9,92.06,2024-04-10
8758,3994,1,8,4,12,3,143.47,2024-06-21
8759,1493,10,69,21,2,2,105.6,2024-06-06
8760,449,28,89,47,9,2,135.37,2024-10-11
8761,575,29,22,22,12,2,152.8,2024-04-09
8762,370,49,7,11,7,8,35.36,2024-07-25
8763,1647,21,14,27,7,1,153.76,2024-07-05
8764,2254,32,50,46,9,1,132.72,2024-04-22
8765,1903,47,28,3,15,6,74.41,2024-04-01
8766,1354,47,62,0,7,8,98.43,2024-03-23
8767,87,13,7,13,15,4,114.77,2024-08-02
8768,2136,17,36,33,3,0,124.83,2024-05-22
8769,3719,26,95,42,12,2,80.46,2024-09-28
8770,2495,29,35,45,1,6,149.13,2024-01-02
8771,2744,22,28,7,13,7,198.66,2024-09-05
8772,1192,30,23,10,13,8,34.22,2024-09-16
8773,4942,24,40,33,18,5,184.02,2024-01-04
8774,2346,36,14,29,2,0,60.46,2024-02-01
8775,843,29,2,26,18,3,191.12,2024-05-30
8776,906,17,3,28,15,3,104.41,2024-01-18
8777,1589,5,80,15,6,4,106.12,2024-08-07
8778,3384,49,1,7,0,1,197.29,2024-04-22
8779,4958,30,45,25,2,6,39.21,2024-09-02
8780,2024,31,69,38,3,0,73.52,2024-10-26
8781,2010,8,22,1,5,8,30.54,2024-02-26
8782,134,48,28,7,13,8,40.2,2024-03-26
8783,4742,13,72,0,18,7,156.85,2024-04-24
8784,2385,44,5,28,3,0,148.22,2024-08-12
8785,3627,4,73,10,6,5,103.12,2024-05-08
8786,288,15,90,1,7,1,76.4,2024-02-23
8787,150,9,6,13,0,9,185.93,2024-03-13
8788,4502,16,59,14,13,2,78.58,2024-06-10
8789,2293,3,97,28,17,8,14.25,2024-03-07
8790,1175,48,20,23,6,0,11.77,2024-08-06
8791,169,8,7,18,12,8,124.19,2024-02-07
8792,1370,26,99,2,4,3,144.65,2024-02-28
8793,1055,47,21,17,16,3,66.24,2024-01-28
8794,777,9,60,5,6,6,79.97,2024-10-31
8795,2842,11,26,25,13,0,42.3,2024-10-24
8796,4924,34,73,24,15,4,177.73,2024-06-02
8797,2611,19,92,28,5,7,199.1,2024-08-11
8798,4846,23,92,43,13,4,50.35,2024-10-28
8799,3684,39,95,12,19,8,28.92,2024-06-12
8800,1481,42,70,41,18,1,110.84,2024-09-18
8801,3773,25,31,45,13,0,32.43,2024-04-25
8802,1331,1,61,32,11,3,143.49,2024-03-17
8803,4737,50,86,21,11,8,25.47,2024-04-14
8804,1102,49,1,13,3,3,162.74,2024-08-24
8805,549,18,48,19,12,4,162.06,2024-07-12
8806,822,11,9,25,9,5,139.96,2024-08-15
8807,1561,18,9,34,5,5,193.26,2024-07-07
8808,852,24,22,14,11,4,129.82,2024-08-02
8809,1204,35,43,7,10,1,42.72,2024-03-11
8810,3351,47,33,40,12,2,126.71,2024-01-05
8811,2478,12,60,14,18,7,69.8,2024-11-05
8812,3140,21,9,33,1,8,104.17,2024-09-27
8813,1068,44,53,22,14,7,170.46,2024-01-16
8814,2212,3,91,46,14,5,105.66,2024-03-11
8815,4197,42,28,9,1,4,40.68,2024-05-05
8816,4247,11,84,42,9,0,110.11,2024-09-17
8817,2325,7,8,27,11,8,189.4,2024-02-29
8818,197,6,11,30,0,3,15.46,2024-08-18
8819,4289,47,55,9,0,2,90.21,2024-04-25
8820,2323,31,4,31,12,6,127.69,2024-08-01
8821,3193,18,44,16,2,6,58.5,2024-04-19
8822,1298,44,20,17,9,9,195.73,2024-05-20
8823,145,39,18,46,0,6,140.23,2024-09-29
8824,2305,27,84,36,4,3,198.32,2024-09-12
8825,1788,40,91,32,19,9,187.37,2024-04-29
8826,4264,23,41,44,19,2,65.68,2024-01-03
8827,904,41,16,44,6,8,180.32,2024-05-13
8828,4661,18,72,49,6,2,111.57,2024-03-27
8829,1517,3,62,22,3,1,92.67,2024-10-26
8830,4681,33,98,41,7,8,103.02,2024-03-31
8831,4813,21,94,24,10,3,18.97,2024-07-22
8832,3474,50,91,41,1,0,11.54,2024-09-28
8833,542,29,65,27,11,0,94.4,2024-08-18
8834,2264,27,9,28,4,7,117.2,2024-09-11
8835,4291,39,10,3,18,8,135.33,2024-06-18
8836,1702,46,30,29,4,1,10.45,2024-05-27
8837,1145,4,97,27,15,7,144.08,2024-02-04
8838,3641,27,78,40,18,0,138.65,2024-11-01
8839,4500,20,70,7,2,9,120.8,2024-06-21
8840,1904,18,21,14,17,0,31.22,2024-07-25
8841,3005,44,53,28,4,2,12.34,2024-07-02
8842,2841,37,22,13,19,8,163.11,2024-01-31
8843,343,1,79,35,7,6,149.06,2024-08-24
8844,443,19,12,30,3,5,131.15,2024-10-24
8845,1691,22,63,2,18,2,130.58,2024-02-15
8846,1499,33,90,26,9,7,64.67,2024-04-03
8847,1671,49,74,2,3,1,41.69,2024-04-09
8848,763,11,17,1,8,1,23.87,2024-10-09
8849,4801,12,46,8,10,7,75.64,2024-02-16
8850,4189,24,32,7,0,4,191.15,2024-01-25
8851,1289,42,64,2,17,7,155.63,2024-02-02
8852,1010,43,32,45,15,7,91.76,2024-04-25
8853,3093,14,98,34,1,5,73.39,2024-08-12
8854,1068,8,25,23,14,1,92.72,2024-04-19
8855,933,8,27,10,0,3,81.9,2024-02-09
8856,1707,24,41,42,3,8,95.73,2024-04-10
8857,2444,10,70,29,19,6,82.46,2024-10-16
8858,4362,17,18,9,12,3,135.71,2024-07-24
8859,207,45,85,35,7,2,38.52,2024-09-02
8860,1914,15,93,41,18,3,164.17,2024-05-11
8861,1221,18,70,27,17,6,148.41,2024-04-27
8862,889,34,14,30,13,7,176.28,2024-01-04
8863,1891,12,73,37,3,5,149.72,2024-07-24
8864,883,20,82,25,13,0,94.41,2024-04-14
8865,3134,39,34,25,14,2,61.01,2024-10-12
8866,4238,4,73,47,16,5,34.34,2024-09-08
8867,3787,35,70,1,18,4,155.84,2024-06-29
8868,3520,38,50,38,6,6,171.89,2024-11-05
8869,3843,1,28,11,12,5,189.41,2024-04-24
8870,2688,11,84,19,5,8,131.51,2024-10-07
8871,286,25,95,29,0,9,134.61,2024-04-12
8872,3416,35,86,5,12,3,39.73,2024-10-31
8873,3953,33,88,38,4,4,118.7,2024-08-28
8874,3936,44,18,21,4,9,194.93,2024-07-29
8875,3046,3,51,30,2,3,95.23,2024-01-21
8876,2747,47,26,6,10,8,182.45,2024-06-24
8877,3318,16,61,34,16,5,66.43,2024-05-26
8878,4212,20,75,44,4,3,100.33,2024-07-27
8879,3855,40,23,40,18,0,74.18,2024-09-02
8880,4797,8,54,3,13,1,63.29,2024-05-19
8881,570,13,94,42,13,9,137.63,2024-03-01
8882,1583,20,4,24,18,5,176.07,2024-04-27
8883,393,32,33,9,10,7,12.27,2024-01-10
8884,4441,7,35,22,6,9,46.78,2024-08-31
8885,4876,1,27,11,3,9,183.54,2024-02-17
8886,1568,12,89,15,12,4,84.41,2024-02-04
